departamento;municipio;puesto;mujeres;hombres;total;mesas;comuna;dirección
BOLIVAR;PINILLOS;SANTA ROSA;164;228;392;2;;I.E. BR. ABAJO CL 1
BOLIVAR;PINILLOS;TAPOA;167;213;380;2;;I.E. BR. ABAJO
BOLIVAR;PINILLOS;VIDA TRANQUILA;127;163;290;1;;I.E. CTRO.
BOLIVAR;PINILLOS;LOS LIMONES;252;341;593;2;;I.E. BR. ABAJO
BOLIVAR;PINILLOS;MONTECELIO;83;115;198;1;;I.E. CTRO.
BOLIVAR;REGIDOR;PUESTO CABECERA MUNICIPAL;1.667;1.986;3.653;11;;INST EDUC TECN AGROP HECTOR M VIDES BALLESTEROS
BOLIVAR;REGIDOR;EL PIÑAL;102;104;206;1;;ESCUELA RURAL
BOLIVAR;REGIDOR;LOS CAIMANES;70;90;160;1;;ESCUELA RURAL
BOLIVAR;REGIDOR;SAN ANTONIO;255;325;580;2;;COL BTO DE SAN ANTONIO
BOLIVAR;REGIDOR;SAN CAYETANO;174;198;372;2;;ESCUELA RURAL
BOLIVAR;REGIDOR;SANTA TERESA;357;382;739;3;;COL BTO DE SANTA TERESA
BOLIVAR;RIOVIEJO;PUESTO CABECERA MUNICIPAL;2.353;2.673;5.026;15;;I.E. RIOVIEJO SEDE SECUNDARIA
BOLIVAR;RIOVIEJO;CAMPO ALEGRE;121;162;283;1;;I.E. RIO VIEJO-CAMPO ALEGRE
BOLIVAR;RIOVIEJO;COBADILLO;172;199;371;2;;I.E. RIO VIEJO SEDE COBADILLO
BOLIVAR;RIOVIEJO;CAIMITAL;208;255;463;2;;I.E. RIO VIEJO SEDE CAIMITAL
BOLIVAR;RIOVIEJO;HATILLO;143;167;310;1;;I.E. RIO VIEJO SEDE HATILLO
BOLIVAR;RIOVIEJO;BLANCAS PALOMAS;45;72;117;1;;I.E.R. SEDE BLANCAS PALOMAS
BOLIVAR;RIOVIEJO;MACEDONIA;211;298;509;2;;I.E. RIO VIEJO SEDE MACEDONIA
BOLIVAR;SAN ESTANISLAO;INSTITUCION EDUC MAURICIO NELSON VISBAL;5.942;5.968;11.910;35;;Carrera 14 N° 37-19
BOLIVAR;SAN ESTANISLAO;LAS PIEDRAS;2.263;2.421;4.684;14;;CRA 26 No 10B-15 MEGACOLEGIO
BOLIVAR;SAN CRISTOBAL;INSTITUCION EDUC SAN CRISTOBAL SEDE - 01;3.197;3.286;6.483;19;;CRA 3 Nº 22-46
BOLIVAR;SAN CRISTOBAL;HIGUERETAL;832;854;1.686;5;;CALLE 8 No 3-39
BOLIVAR;SAN FERNANDO;PUESTO CABECERA MUNICIPAL;1.131;1.356;2.487;8;;IE AGROPECUARIA S.FERNANDO CL REAL B.NORTE
BOLIVAR;SAN FERNANDO;GUASIMAL;447;445;892;3;;I.E. GUASIMAL
BOLIVAR;SAN FERNANDO;EL PALMAR;210;273;483;2;;I.E. EL PALMAR
BOLIVAR;SAN FERNANDO;EL GATO;69;116;185;1;;I.E. EL GATO
BOLIVAR;SAN FERNANDO;CENTRO DE VIDA;406;462;868;3;;CALLE PRINCIPAL
BOLIVAR;SAN FERNANDO;JOLON;114;142;256;1;;I.E. JOLON
BOLIVAR;SAN FERNANDO;PORVENIR;74;89;163;1;;I.E. PORVENIR
BOLIVAR;SAN FERNANDO;PUNTA DE HORNOS;493;520;1.013;3;;I.E. PUNTA DE HORNOS
BOLIVAR;SAN FERNANDO;SANTA ROSA;925;1.034;1.959;6;;CLL 1 KM 22 CANCHA SINTETICA LA BOMBONERA
BOLIVAR;SAN FERNANDO;EL CONTADERO;182;202;384;2;;I.E. CONTADERO
BOLIVAR;SAN FERNANDO;LA GUADUA;189;266;455;2;;I.E. LA GUADUA
BOLIVAR;SAN FERNANDO;LAS CUEVAS;384;428;812;3;;I.E. LAS CUEVAS
BOLIVAR;SAN FERNANDO;PAMPANILLO;162;173;335;1;;I.E. PAMPANILLO
BOLIVAR;SAN JACINTO;I.E. PIO XII;591;5.323;5.914;18;;CL 13 No. 36A BARRIO LA GLORIA
BOLIVAR;SAN JACINTO;I.E. LEON XIII - SEDE SANTA LUCIA;3.228;448;3.676;11;;CRA. 33 No. 20 - 40 BARRIO SANTA LUCIA
BOLIVAR;SAN JACINTO;I.E. PIO XII - SD RAFAEL NUÑEZ;3.222;1.834;5.056;15;;CLL 20 CRA 40 ESQUINA BARRIO CENTRO
BOLIVAR;SAN JACINTO;I.E. LEON XIII - SEDE LA ANUCIACION;2.967;2.976;5.943;18;;TRANS. 46 CL 22 BARRIO EL PORVENIR
BOLIVAR;SAN JACINTO;ARENAS;87;142;229;1;;I.E  Sagrado corazón de Jesús
BOLIVAR;SAN JACINTO;BAJO GRANDE;34;37;71;1;;I.E Bajo Grande
BOLIVAR;SAN JACINTO;EL PARAISO;290;381;671;2;;I.E El paraiso
BOLIVAR;SAN JACINTO;LAS CHARQUITAS;36;66;102;1;;I. Educativa las Charquitas
BOLIVAR;SAN JACINTO;LAS PALMAS;124;186;310;1;;I.E León XIII sede las Palmas
BOLIVAR;SAN JACINTO;LAS MERCEDES;31;53;84;1;;I. Educativa Las Mercedes
BOLIVAR;SAN JACINTO;SAN CRISTOBAL;144;177;321;1;;I. E sede Antonia Santo
BOLIVAR;SAN JACINTO DEL CAUCA;PUESTO CABECERA MUNICIPAL;1.626;1.829;3.455;11;;I.E. PLACIDO RETAMOZA BR. C
BOLIVAR;SAN JACINTO DEL CAUCA;ASTILLEROS;259;328;587;2;;I.E. DE ASTILLEOS
BOLIVAR;SAN JACINTO DEL CAUCA;BERMUDEZ;169;239;408;2;;ESC. TRIBUTARIA BERMUDEZ
BOLIVAR;SAN JACINTO DEL CAUCA;CAIMITAL;126;167;293;1;;ESC. TRIBUTARIA CAIMITAL
BOLIVAR;SAN JACINTO DEL CAUCA;GALINDO;253;353;606;2;;I.E. DE GALINDO -PLAZA
BOLIVAR;SAN JACINTO DEL CAUCA;LA RAYA;144;204;348;2;;ESC. TRIBUTARIA DE LA RAYA
BOLIVAR;SAN JACINTO DEL CAUCA;TENCHE;603;730;1.333;4;;I.E. DE TENCHE-PLAZA
BOLIVAR;SAN JACINTO DEL CAUCA;MEJICO;199;304;503;2;;ESC. TRIBUTARIA DE MEJICO
BOLIVAR;SAN JUAN NEPOMUCENO;IE NORMAL SUP MONTES DE MARIA SD EL PROG;2.718;4.396;7.114;21;;BARRIO EL PROGRESO
BOLIVAR;SAN JUAN NEPOMUCENO;INS.ED.DIOGENES ARRIETA ARRIB;2.161;1.022;3.183;10;;BARRIO ARRIBA SEC LA VARIAN
BOLIVAR;SAN JUAN NEPOMUCENO;INS.ED.NOR.SUP.M.DE MARIA PRI;3.111;1.016;4.127;12;;BARRIO CENTRO
BOLIVAR;SAN JUAN NEPOMUCENO;INS.ED.LA FLORESTA SAN JOSE;870;2.399;3.269;10;;BARRIO SAN JOSE
BOLIVAR;SAN JUAN NEPOMUCENO;IE TECNICA AGROPECUARIA RODOLFO BARRIOS;1.103;3.443;4.546;14;;BARRIO CIUDADELA CARRERA 16 CALLE 7
BOLIVAR;SAN JUAN NEPOMUCENO;IE TECNICA EN SISTEMAS LA FLORESTA SD P;2.673;1.158;3.831;12;;BARRIO LA FLORESTA CARRERA 2D CALLE 10
BOLIVAR;SAN JUAN NEPOMUCENO;CORRALITO;24;49;73;1;;I.E. CORRALITO
BOLIVAR;SAN JUAN NEPOMUCENO;SAN PEDRO CONSOLADO;555;654;1.209;4;;IE SAN PEDRO CONSOLADO
BOLIVAR;SAN JUAN NEPOMUCENO;LA HAYA;151;186;337;1;;I.E. LA HAYA
BOLIVAR;SAN JUAN NEPOMUCENO;SAN JOSE DEL PEÑON;115;162;277;1;;I.E. SAN JOSE DEL PEÑON
BOLIVAR;SAN JUAN NEPOMUCENO;SAN AGUSTIN;188;269;457;2;;I.E. SAN AGUSTIN
BOLIVAR;SAN JUAN NEPOMUCENO;SAN CAYETANO;1.278;1.092;2.370;7;;I.E. SAN CAYETANO
BOLIVAR;SAN JUAN NEPOMUCENO;SAN CAYETANO BACHILLERATO;1.048;1.376;2.424;8;;CALLE 17A CARRERA 6 - 55
BOLIVAR;SAN JUAN NEPOMUCENO;SAN CAYETANO  - ARROYO HONDO;23;48;71;1;;IE SAN CAYETANO SEDE ARROYO HONDO
BOLIVAR;SAN MARTIN DE LOBA;PUESTO CABECERA MUNICIPAL;3.922;4.325;8.247;24;;COLEGIO INETAM SEDE TRIBUTARIA No.2
BOLIVAR;SAN MARTIN DE LOBA;CHIMI;890;1.060;1.950;6;;ESCUELA RURAL MIXTA
BOLIVAR;SAN MARTIN DE LOBA;EL VARAL;169;183;352;2;;ESCUELA RURAL MIXTA
BOLIVAR;SAN MARTIN DE LOBA;JOBO;130;169;299;1;;CALLE PRINCIPAL
BOLIVAR;SAN MARTIN DE LOBA;PAPAYAL;433;575;1.008;3;;ESCUELA RURAL MIXTA
BOLIVAR;SAN MARTIN DE LOBA;PLAYITAS;391;478;869;3;;ESCUELA RURAL MIXTA ZONA 2 PREESCOLAR
BOLIVAR;SAN MARTIN DE LOBA;PUEBLO NVO CERRO DE JULIO;153;228;381;2;;ESCUELA RURAL MIXTA
BOLIVAR;SAN PABLO;PUESTO CABECERA MUNICIPAL;8.571;9.141;17.712;52;;INST. EDUC. LA INTEGRADA CLL 12 CRA 7 Y 8
BOLIVAR;SAN PABLO;CANALETAL;185;219;404;2;;SEDE EDUCATIVA CANALETAL
BOLIVAR;SAN PABLO;VALLECITO;69;118;187;1;;SEDE EDUCATIVA VALLECITO
BOLIVAR;SAN PABLO;AGUASUCIA;88;162;250;1;;SEDE EDUCATIVA AGUA SUCIA
BOLIVAR;SAN PABLO;EL CARMEN;99;136;235;1;;SEDE EDUCATIVA EL CARMEN
BOLIVAR;SAN PABLO;CAÑABRAVAL;81;146;227;1;;SEDE EDUCATIVA CAÑABRAVAL
BOLIVAR;SAN PABLO;EL SOCORRO;159;166;325;1;;SEDE EDUCATIVA EL SOCORRO
BOLIVAR;SAN PABLO;LA VIRGENCITA;39;68;107;1;;SEDE EDUCATIVA LA VIRGENCITA
BOLIVAR;SAN PABLO;POZO AZUL;143;211;354;2;;SEDE EDUCATIVA POZO AZUL
BOLIVAR;SAN PABLO;CERRO AZUL;79;138;217;1;;SEDE EDUCATIVA CERRO AZUL
BOLIVAR;SAN PABLO;SANTO DOMINGO;415;414;829;3;;SEDE EDUCATIVA SANTO DOMINGO
BOLIVAR;SAN PABLO;VILLANUEVA;134;222;356;2;;SEDE EDUCATIVA VILLANVA.
BOLIVAR;SANTA CATALINA;PUESTO CABECERA MUNICIPAL;3.618;4.003;7.621;23;;av. gaitan barrio abajo
BOLIVAR;SANTA CATALINA;PUEBLO NUEVO;525;474;999;3;;CLl PPAL I.E. DE LOMA DE ARENA SD PUEBLO NUEVO
BOLIVAR;SANTA CATALINA;COLORADO;362;366;728;3;;AV. PRINCIPAL VÍA COLORADO
BOLIVAR;SANTA CATALINA;GALERAZAMBA;555;488;1.043;4;;DIAGONAL A LA IGLESIA
BOLIVAR;SANTA CATALINA;JOBO;109;111;220;1;;ENTRADA AL JOBO
BOLIVAR;SANTA CATALINA;LOMA DE ARENA;1.885;1.826;3.711;11;;VIA EL MAR SECTOR EL COLEGIO
BOLIVAR;SANTA ROSA;PUESTO CABECERA MUNICIPAL;8.696;8.775;17.471;51;;CARRET PRINCIPAL - BARRIO LA CEREZA
BOLIVAR;SANTA ROSA DEL SUR;PUESTO CABECERA MUNICIPAL;9.189;9.676;18.865;55;;CLL11 N°19-10 BARRIO LA CABAÑA
BOLIVAR;SANTA ROSA DEL SUR;BUENAVISTA;299;426;725;3;;IE BUENAVISTA
BOLIVAR;SANTA ROSA DEL SUR;SAN FRANCISCO;117;176;293;1;;IE SAN FRANCISCO
BOLIVAR;SANTA ROSA DEL SUR;FATIMA;166;264;430;2;;SEDE EDUCATIVA FÁTIMA
BOLIVAR;SANTA ROSA DEL SUR;LA MARIZOSA;108;268;376;2;;LA MARIZOSA
BOLIVAR;SANTA ROSA DEL SUR;LOS ARRAYANES;95;134;229;1;;SEDE EDUCATIVA LOS ARRAYANES
BOLIVAR;SANTA ROSA DEL SUR;LOS CANELOS;668;797;1.465;5;;INST TEC AGROP LOS CANELOS
BOLIVAR;SANTA ROSA DEL SUR;SAN ISIDRO;132;188;320;1;;SEDE EDUCATIVA SAN ISIDRO
BOLIVAR;SANTA ROSA DEL SUR;SAN JUAN DE RIOGRANDE;46;121;167;1;;SEDE EDUC. SAN JUAN DE RIO GRANDE
BOLIVAR;SANTA ROSA DEL SUR;SAN JOSE;106;115;221;1;;SEDE EDUCATIVA SAN JOSÉ
BOLIVAR;SANTA ROSA DEL SUR;SAN PEDRO FRIO;224;396;620;2;;SEDE EDUCATIVA SAN PEDRO FRIO
BOLIVAR;SANTA ROSA DEL SUR;SAN LUCAS;245;315;560;2;;IE SAN LUCAS
BOLIVAR;SANTA ROSA DEL SUR;SANTA ISABEL;85;134;219;1;;SEDE EDUCATIVA SANTA ISABEL
BOLIVAR;SANTA ROSA DEL SUR;VILLA FLOR;240;322;562;2;;IE VILLAFLOR
BOLIVAR;SANTA ROSA DEL SUR;VEREDA SAN LUQUITAS;145;173;318;1;;IE SEDE SAN LUQUITAS
BOLIVAR;SANTA ROSA DEL SUR;VEREDA SAN BENITO;921;722;1.643;5;;IE SAN BENITO
BOLIVAR;SANTA ROSA DEL SUR;MINA PEPO;58;113;171;1;;IEA TEC AGRO LOS CANELOS VEREDA MINA PEPO
BOLIVAR;SANTA ROSA DEL SUR;MINA FORTUNA;78;130;208;1;;IEA TEC AGRO LOS CANELOS  SEDE LA FORTUNA
BOLIVAR;SANTA ROSA DEL SUR;LOS GUAYACANES;99;160;259;1;;IE TEC EMP BUENA VISTA SEDE LOS GUAYACANES
BOLIVAR;SIMITI;PUESTO CABECERA MUNICIPAL;2.608;2.941;5.549;17;;CL HOSPITAL 7 68 IE EUTIMIO GUTIERREZ M
BOLIVAR;SIMITI;ANIMAS ALTAS;483;568;1.051;4;;IE 27 DE OCTUBRE DE ANIMAS ALTAS
BOLIVAR;SIMITI;SINAI;162;206;368;2;;IE 27 DE OCTUBRE SEDE ANIMAS BAJAS
BOLIVAR;SIMITI;CAMPO PALLARES;82;113;195;1;;IE CERRO DE VERACRUZ SEDE CAMPO PALLARES
BOLIVAR;SIMITI;EL DIAMANTE;45;108;153;1;;IE MONTERREY SEDE EL DIAMANTE
BOLIVAR;SIMITI;EL PARAISO;131;208;339;1;;IE MONTERREY SEDE EL PARAISO
BOLIVAR;SIMITI;EL GARZAL;167;234;401;2;;IE CERRO DE VERACRUZ SEDE EL GARZAL
BOLIVAR;SIMITI;LAS BRISAS;270;397;667;2;;CASA COMUNAL PARQUE P/PAL
BOLIVAR;SIMITI;ORORIA;63;75;138;1;;I. E. VICENTE HONDARZA SEDE TRIBUTARIA
BOLIVAR;SIMITI;MONTERREY;486;651;1.137;4;;IE DE MONTERREY
BOLIVAR;SIMITI;SAN BLAS;311;445;756;3;;IE SAN BLAS
BOLIVAR;SIMITI;SAN JOAQUIN;197;269;466;2;;C.E. SAN JOAQUIN
BOLIVAR;SIMITI;SAN LUIS;333;414;747;3;;IE 27 DE OCTUBRE SEDE SAN LUIS
BOLIVAR;SIMITI;SANTA LUCIA;96;141;237;1;;IE SAN BLAS SEDE SANTA LUCIA
BOLIVAR;SIMITI;VERACRUZ (CERRO DE BURGOS);337;430;767;3;;I.E. DEL CERRO DE VERACRUZ
BOLIVAR;SIMITI;SABANA;174;192;366;2;;IE 27 DE OCTUBRE SEDE LA SABANA
BOLIVAR;SIMITI;IETAC EUTIMIO GUTIERREZ MANJON;408;391;799;3;;SEDE VEREDA FONTES
BOLIVAR;SOPLAVIENTO;NUEVO LIBANO;4.552;4.463;9.015;27;;CALLE 14 CRA 24 No 11-123
BOLIVAR;TALAIGUA NUEVO;PUESTO CABECERA MUNICIPAL;2.759;2.906;5.665;17;;SEDE ESC. URBANA MIXTA #1
BOLIVAR;TALAIGUA NUEVO;CAÑO HONDO;137;147;284;1;;I.E.TEC. de Caño Hondo
BOLIVAR;TALAIGUA NUEVO;EL PORVENIR;226;263;489;2;;I.E.TEC. de El Porvenir
BOLIVAR;TALAIGUA NUEVO;EL VESUBIO;517;544;1.061;4;;I.E.TEC. AGR. de El Vesubio
BOLIVAR;TALAIGUA NUEVO;LAS MARIAS;68;101;169;1;;I.E.TEC. de Las Marías
BOLIVAR;TALAIGUA NUEVO;LOS MANGOS;111;131;242;1;;I.E.TEC. AGR. de Los Mangos
BOLIVAR;TALAIGUA NUEVO;PATICO;505;529;1.034;4;;I.E.TEC. TOMAS DANIELS DE PATI
BOLIVAR;TALAIGUA NUEVO;PEÑON DE DURAN;199;247;446;2;;I.E.TEC. de El Peñón de Durán
BOLIVAR;TALAIGUA NUEVO;SAN MARTIN (LA LADERA DE TALA;181;171;352;2;;I.E.TEC.AGR. de la LADERA DE S
BOLIVAR;TALAIGUA NUEVO;TUPE;105;105;210;1;;I.E.TEC. de Tupe
BOLIVAR;TALAIGUA NUEVO;TALAIGUA VIEJO;356;377;733;3;;I.E.TEC.AGR. de Talaigua Viejo
BOLIVAR;TIQUISIO (PTO. RICO);INSTITUCION EDUCATIVA DE PUERTO RICO;3.363;4.010;7.373;22;;BARRIO EL CAMPO CALLE PRINCIPAL
BOLIVAR;TIQUISIO (PTO. RICO);AGUAS NEGRAS;144;185;329;1;;INST.EDUC. TIQUISIO NUEVO-AGUAS NEGRAS
BOLIVAR;TIQUISIO (PTO. RICO);BOCAS DE SOLIS;82;113;195;1;;INST.EDUC. COLORADO- BOCAS DE SOLIS
BOLIVAR;TIQUISIO (PTO. RICO);BOLOMBOLO;137;162;299;1;;INST.EDUC DE BOLOMBOLO
BOLIVAR;TIQUISIO (PTO. RICO);INSTITUCION EDUCATIVA DE COLORADO;333;431;764;3;;BARRIO LAS PALMAS DIAG. AL ESTADIO JUAN DE LA ROSA
BOLIVAR;TIQUISIO (PTO. RICO);DOS BOCAS;177;228;405;2;;ESC.NUEVA DE DOS BOCAS
BOLIVAR;TIQUISIO (PTO. RICO);EL SUDAN;639;842;1.481;5;;RESTAURANTE ESCOLAR SEC FELIZ VIAJE
BOLIVAR;TIQUISIO (PTO. RICO);LA VENTURA;322;406;728;3;;CENT. EDUC LA VENTURA
BOLIVAR;TIQUISIO (PTO. RICO);MINA SECA;269;402;671;2;;INST.EDUC TIQUISIO NUEVO MINA SECA
BOLIVAR;TIQUISIO (PTO. RICO);PALMA ESTERAL;82;104;186;1;;INST.EDUC. TIQUISIO NUEVO PALMA ESTERAL
BOLIVAR;TIQUISIO (PTO. RICO);PUERTO COCA;224;305;529;2;;INST.EDUC.TIQUISIO NUEVO PUERTO COCA
BOLIVAR;TIQUISIO (PTO. RICO);QUEBRADA DEL MEDIO;167;280;447;2;;CENT.EDUC. LA VENTURA QUEBRADA DEL MEDIO
BOLIVAR;TIQUISIO (PTO. RICO);SABANAS DEL FIRME;141;186;327;1;;INST.EDUC. DE PUERTO RICO SABANAS DEL FIRME
BOLIVAR;TIQUISIO (PTO. RICO);TIQUISIO NUEVO;690;855;1.545;5;;INST.EDUC.TIQUISIO NUEVO SEDE PRIMARIA
BOLIVAR;TIQUISIO (PTO. RICO);INST EDUC DE MINA SECA SEDE LOS PLANOS;106;118;224;1;;CALLE PRINCIPAL
BOLIVAR;TURBACO;INST EDC CRISANTO LUQUE;7.068;6.643;13.711;40;01COMUNA 1;CTERA TRONC DE OCC.KM 15 LA BOM.28-156
BOLIVAR;TURBACO;SENA REGIONAL BOLIVAR;2.418;2.786;5.204;16;01COMUNA 1;KM 1 VIA A TURBACO
BOLIVAR;TURBACO;INST EDUC ALFONSO LOPEZ PUMARE;2.376;2.357;4.733;14;06COMUNA 6;PARAISO SECTOR ARROYO LEJOS CRA 10 NO. 26 74
BOLIVAR;TURBACO;INST EDUC LA BUENA ESPERANZA;3.895;2.544;6.439;19;05COMUNA 5;BARR PARA LA CONQ, Cll 27 A kr 4E -185
BOLIVAR;TURBACO;I.E. QUERIDOS AMIGOS;779;683;1.462;5;01COMUNA 1;MZ. 14 LOTE 1
BOLIVAR;TURBACO;INST EDUC CUARTA POZA DE MANGA;4.429;6.952;11.381;34;04COMUNA 4;BR. EL ROSARIO CALLE POZA DE MANGA CRA 27 112
BOLIVAR;TURBACO;INST EDUC 4 P. DE MANGA - HILD;1.858;1.486;3.344;10;02COMUNA 2;BR. SAN PEDRO SECTOR MEDIA TAPA MZ 2 LT 9 ETAPA 1
BOLIVAR;TURBACO;INST EDUC FELIPE SANTIAGO ESCO;3.113;3.126;6.239;19;03COMUNA 3;BR. PUMAREJO CL ESPICHE AV. PRINCIPAL
BOLIVAR;TURBACO;INST EDUC F SANTIAGO - MARIA A;1.514;1.229;2.743;8;03COMUNA 3;BARRIO JUAN 23 CALLE LA ESTRELLA
BOLIVAR;TURBACO;INST EDUC CRISANTO LUQUE SEDE;1.244;1.153;2.397;7;03COMUNA 3;CIUDADELA BONANZA MZ 1 LT 1
BOLIVAR;TURBACO;IE 4TA POZA DE MANGA SD N SRA DE SOCORRO;2.735;1.888;4.623;14;02COMUNA 2;CLL 17 No 20 83 BARRIO LA CRUZ
BOLIVAR;TURBACO;CENTRO DE VIDA;5.250;5.521;10.771;14;;URBANIZACION LA GRANJA TV 13A CENTRO DE VIDA LT 01
BOLIVAR;TURBACO;CARCEL DE TURBACO;45;0;45;1;;URBANIZACION BOSQUE DE LA CEIBA
BOLIVAR;TURBACO;CAÑAVERAL;1.454;1.466;2.920;9;07 CORREGIMIENTO CAÑAVERAL;COR.CAÑAVERAL PLAZA PpAL Cl LA CONCEP
BOLIVAR;TURBACO;I E AGUAS PRIETAS;82;56;138;1;01COMUNA 1;vereda aguas prietas via turbaco
BOLIVAR;TURBACO;CHIQUITO;153;182;335;1;08 CORREG SAN JOSE DE CHIQUITO;PLAZA PRINCIPAL CGTO S. JOSE DE CHIQUITO
BOLIVAR;TURBANA;IE MARCO FIDEL SUAREZ;3.157;3.317;6.474;19;;CALLE LAS FLORES
BOLIVAR;TURBANA;IE INETI SEDE NUESTRA SEÑORA DEL CARMEN;3.855;4.160;8.015;24;;CALLE CALDAS
BOLIVAR;TURBANA;BALLESTAS;951;953;1.904;6;;IE DE BALLESTAS PLAZA PPAL
BOLIVAR;TURBANA;COVADO - PUEBLO NUEVO;225;256;481;2;;IE DE BALLESTAS SEDE LOMA DE MATUNILLA PLAZA PPAL
BOLIVAR;TURBANA;VEREDA EL CHORRO Y LA LEGUA;72;104;176;1;;VARIANTE MAMONAL GAMBOTE  KILOMETRO 24
BOLIVAR;VILLANUEVA;PUESTO CABECERA MUNICIPAL;8.064;8.020;16.084;47;;CALLE 14 No 16-79 SECTOR LA CANDELARIA
BOLIVAR;VILLANUEVA;CIPACOA;718;781;1.499;5;;I.E CIPACOA SD PRIMARIA KM9 CLL CAMPO ALEGRE
BOLIVAR;VILLANUEVA;ALGARROBO;75;140;215;1;;PLAZA PRINCIPAL KM 12
BOLIVAR;ZAMBRANO;PUESTO CABECERA MUNICIPAL;4.670;5.117;9.787;29;;CLL 12 N° 12-78 BARRIO EL AMPARO
BOLIVAR;ZAMBRANO;JESUS DEL RIO;56;140;196;1;;INS.EDUC. ERASMO DONADO LLANOS CLL 12 N° 12-78
BOLIVAR;ZAMBRANO;VEREDA CAPACA;91;114;205;1;;I.E SAGRADO CORAZÓN DE JESUS SEDE NUEVA ESPERANZA
